workerid,rt,trial_type,tgrep_id,trialNum,verb phrase,entire sentence,VP,verb,noun phrase,context,NP,freq,tgrep id,e1,e3,e2
18,NA,single_generic_trial,NA,NA,aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,NA,are,interest rates,"###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",NA,NA,113118:08:00,Taxes,Shipping,Handling Fees
18,NA,single_generic_trial,NA,NA,are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,NA,are,kids,"###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,",NA,NA,47743:06:00,Republicans,Christians,Democrats
18,NA,single_generic_trial,NA,NA,are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NA,are,football fans,"###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",NA,NA,137655:11:00,Basketball Fans,Baseball Fans,Hockey Fans
18,NA,single_generic_trial,NA,NA,don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,NA,do,loans,"###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",NA,NA,5958:06:00,Employment,Interest,Theft
18,NA,single_generic_trial,NA,NA,aren&quotechart parents any more,parents aren&quotechart parents any more.,NA,are,parents,"###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",NA,NA,36123:04:00,Students,African Americans,Children
18,NA,single_generic_trial,NA,NA,are darling,"well, rabbits are darling.",NA,are,rabbits,"###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",NA,NA,149639:09:00,Dogs,Fish,Cats
18,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,Women,Priests,Feminists
18,NA,single_generic_trial,NA,NA,help  create that,"well, lawyers help  create that.",NA,help,lawyers,"###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",NA,NA,27281:09:00,Doctors,Counselors,Teachers
18,13279,NA,8185:16:00,0,NA,NA,are notorious,NA,NA,NA,Taxi,0.18,NA,NA,NA,NA
18,13279,NA,8185:16:00,0,NA,NA,are notorious,NA,NA,NA,Limosine,0.14,NA,NA,NA,NA
18,13279,NA,8185:16:00,0,NA,NA,are notorious,NA,NA,NA,Trolley,0.69,NA,NA,NA,NA
18,9058,NA,67262:12:00,1,NA,NA,are kind of a problem,NA,NA,NA,Summer,0.63,NA,NA,NA,NA
18,9058,NA,67262:12:00,1,NA,NA,are kind of a problem,NA,NA,NA,Spring,0.45,NA,NA,NA,NA
18,9058,NA,67262:12:00,1,NA,NA,are kind of a problem,NA,NA,NA,Fall,0.38,NA,NA,NA,NA
18,9793,NA,9738:09:00,2,NA,NA,are crippled,NA,NA,NA,Sons,0.05,NA,NA,NA,NA
18,9793,NA,9738:09:00,2,NA,NA,are crippled,NA,NA,NA,Daughters,0.04,NA,NA,NA,NA
18,9793,NA,9738:09:00,2,NA,NA,are crippled,NA,NA,NA,Mothers,0.07,NA,NA,NA,NA
18,9755,NA,97451:23:00,3,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,Husbands,0.81,NA,NA,NA,NA
18,9755,NA,97451:23:00,3,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,Wives,0.67,NA,NA,NA,NA
18,9755,NA,97451:23:00,3,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,Students,0.26,NA,NA,NA,NA
18,10645,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,Dog,0.2,NA,NA,NA,NA
18,10645,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,Hamster,0.38,NA,NA,NA,NA
18,10645,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,Lizard,0.44,NA,NA,NA,NA
18,9385,NA,16679:08:00,5,NA,NA,are a large volume of annual trash,NA,NA,NA,Wrappers,0.64,NA,NA,NA,NA
18,9385,NA,16679:08:00,5,NA,NA,are a large volume of annual trash,NA,NA,NA,Soda Cans,0.84,NA,NA,NA,NA
18,9385,NA,16679:08:00,5,NA,NA,are a large volume of annual trash,NA,NA,NA,Paper Towels,0.71,NA,NA,NA,NA
18,9036,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,Pop,0.88,NA,NA,NA,NA
18,9036,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,Rock,0.89,NA,NA,NA,NA
18,9036,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,Rap,0.78,NA,NA,NA,NA
18,8630,NA,61455:08:00,7,NA,NA,seem  to be always in the mood,NA,NA,NA,Cat,0.28,NA,NA,NA,NA
18,8630,NA,61455:08:00,7,NA,NA,seem  to be always in the mood,NA,NA,NA,Rabbit,0.39,NA,NA,NA,NA
18,8630,NA,61455:08:00,7,NA,NA,seem  to be always in the mood,NA,NA,NA,Bird,0.25,NA,NA,NA,NA
18,7228,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,Gas,0,NA,NA,NA,NA
18,7228,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,Natural Gas,0,NA,NA,NA,NA
18,7228,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,Biofuel,0,NA,NA,NA,NA
18,9232,NA,142815:09:00,9,NA,NA,are so messy,NA,NA,NA,Brush,0.11,NA,NA,NA,NA
18,9232,NA,142815:09:00,9,NA,NA,are so messy,NA,NA,NA,Pan,0.41,NA,NA,NA,NA
18,9232,NA,142815:09:00,9,NA,NA,are so messy,NA,NA,NA,Paint,0.63,NA,NA,NA,NA
18,8497,NA,59934:09:00,10,NA,NA,are real high maintenances,NA,NA,NA,Gerbils,0.14,NA,NA,NA,NA
18,8497,NA,59934:09:00,10,NA,NA,are real high maintenances,NA,NA,NA,Guinea Pigs,0.43,NA,NA,NA,NA
18,8497,NA,59934:09:00,10,NA,NA,are real high maintenances,NA,NA,NA,Fish,0.17,NA,NA,NA,NA
18,16453,NA,113118:08:00,11,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,Taxes,0.24,NA,NA,NA,NA
18,16453,NA,113118:08:00,11,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,Handling Fees,0.51,NA,NA,NA,NA
18,16453,NA,113118:08:00,11,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,Shipping,0.27,NA,NA,NA,NA
18,13344,NA,47743:06:00,12,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,Republicans,0.64,NA,NA,NA,NA
18,13344,NA,47743:06:00,12,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,Democrats,0.68,NA,NA,NA,NA
18,13344,NA,47743:06:00,12,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,Christians,0.81,NA,NA,NA,NA
18,41160,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Basketball Fans,0.45,NA,NA,NA,NA
18,41160,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Hockey Fans,0.09,NA,NA,NA,NA
18,41160,NA,137655:11:00,13,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Baseball Fans,0.19,NA,NA,NA,NA
18,13043,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,Employment,0.17,NA,NA,NA,NA
18,13043,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,Theft,0.73,NA,NA,NA,NA
18,13043,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,Interest,0.8,NA,NA,NA,NA
18,9421,NA,36123:04:00,15,NA,NA,aren&quotechart parents any more,NA,NA,NA,Students,0,NA,NA,NA,NA
18,9421,NA,36123:04:00,15,NA,NA,aren&quotechart parents any more,NA,NA,NA,Children,0,NA,NA,NA,NA
18,9421,NA,36123:04:00,15,NA,NA,aren&quotechart parents any more,NA,NA,NA,African Americans,0.26,NA,NA,NA,NA
18,5644,NA,149639:09:00,16,NA,NA,are darling,NA,NA,NA,Dogs,0.76,NA,NA,NA,NA
18,5644,NA,149639:09:00,16,NA,NA,are darling,NA,NA,NA,Cats,0.61,NA,NA,NA,NA
18,5644,NA,149639:09:00,16,NA,NA,are darling,NA,NA,NA,Fish,0.22,NA,NA,NA,NA
18,10102,NA,28363:06:00,17,NA,NA,have  to be convinced  of that,NA,NA,NA,Women,0.76,NA,NA,NA,NA
18,10102,NA,28363:06:00,17,NA,NA,have  to be convinced  of that,NA,NA,NA,Feminists,0.55,NA,NA,NA,NA
18,10102,NA,28363:06:00,17,NA,NA,have  to be convinced  of that,NA,NA,NA,Priests,0.37,NA,NA,NA,NA
18,14831,NA,27281:09:00,18,NA,NA,help  create that,NA,NA,NA,Doctors,0.71,NA,NA,NA,NA
18,14831,NA,27281:09:00,18,NA,NA,help  create that,NA,NA,NA,Teachers,0.58,NA,NA,NA,NA
18,14831,NA,27281:09:00,18,NA,NA,help  create that,NA,NA,NA,Counselors,0.13,NA,NA,NA,NA
19,NA,single_generic_trial,NA,NA,are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NA,are,football fans,"###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",NA,NA,137655:11:00,moms,teachers,band members
19,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,plastic bags,paper plates,newspapers
19,NA,single_generic_trial,NA,NA,are notorious,"i mean, school buses are notorious.",NA,are,school buses,"###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",NA,NA,8185:16:00,cars,taxis,trucks
19,NA,single_generic_trial,NA,NA,are crippled,"that way husbands are crippled,",NA,are,husbands,"###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",NA,NA,9738:09:00,beauticians,lawyers,doctors
19,NA,single_generic_trial,NA,NA,are good all the time,but cats are good all the time.,NA,are,cats,"###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",NA,NA,171:06:00,rabbit,fish,guinea pig
19,NA,single_generic_trial,NA,NA,don&quotechart require mechanics,"diesels don&quotechart require mechanics,",NA,do,diesels,"###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",NA,NA,57573:04:00,electric,gas,nuclear
19,NA,single_generic_trial,NA,NA,are kind of a problem,i mean winters are kind of a problem,NA,are,winters,"###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",NA,NA,67262:12:00,spring,fall,summer
