"workerid","singular_sentence","trial_type","noun_phrase","trial_num","entire_sentence","VP_singular","NP_singular","tgrep_id","verb_phrase","verb","context","rt","response"
16,"phone book that is a large volume of annual trash","prevalence_prior","phone books",11,"and phone books are a large volume of annual trash.","is a large volume of annual trash","phone book","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",9638,0.83
16,"dog that is real high maintenances","prevalence_prior","dogs",12,"well, dogs are real high maintenances,","is real high maintenances","dog","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",7265,0.92
16,"lawyer that helps create that","prevalence_prior","lawyers",13,"well, lawyers help  create that.","helps create that","lawyer","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",12307,0.13
16,"interest rate that isn&quotechart none too shallow these days anyway","prevalence_prior","interest rates",14,"and interest rates aren&quotechart none too shallow these days anyway.","isn&quotechart none too shallow these days anyway","interest rate","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",9237,0.52
16,"roller that is so messy","prevalence_prior","rollers",15,"uh. rollers are so messy.","is so messy","roller","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",4231,0.87
16,"man that has to be convinced of that","prevalence_prior","men",16,"but men have  to be convinced  of that.","has to be convinced of that","man","28363:06:00","have  to be convinced  of that","have","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",4175,0.54
16,"football fan that is probably the most fickle person in the world","prevalence_prior","football fans",17,"uh, football fans are probably the most fickle people in the world.","is probably the most fickle person in the world","football fan","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",26680,0.53
16,"parent that comes down to supervise, or whatever","prevalence_prior","parents",18,"and, uh, you know, parents come down  to supervise or, whatever.","comes down to supervise, or whatever","parent","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",9959,0.89
16,"rabbit that is darling","prevalence_prior","rabbits",19,"well, rabbits are darling.","is darling","rabbit","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",3117,0.11
17,"roller that is so messy","prevalence_prior","rollers",1,"uh. rollers are so messy.","is so messy","roller","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",52085,0.84
17,"man that has to be convinced of that","prevalence_prior","men",2,"but men have  to be convinced  of that.","has to be convinced of that","man","28363:06:00","have  to be convinced  of that","have","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",60379,0.67
